,tweetid,userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language,tweet_language,tweet_text,tweet_time,tweet_client_name,in_reply_to_userid,in_reply_to_tweetid,quoted_tweet_tweetid,is_retweet,retweet_userid,retweet_tweetid,latitude,longitude,quote_count,reply_count,like_count,retweet_count,hashtags,urls,user_mentions
298781,1200452356623740928,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: 🏴󠁧󠁢󠁷󠁬󠁳󠁿 Two-time winner Ryan Giggs turns 46 today! 🎈

⏳ 19 #UCL seasons
👕 141 games 
⚽️ 28 goals 
🏆 1999 winner
🏆 2008…",2019-11-29 16:31:00,Twitter Web App,,,,True,,1.2003410329379348e+18,absent,absent,0,0,0,0,['UCL'],[],['627673190']
298785,1195730697325023233,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: Ferland Mendy 😎

#UCL | @realmadriden https://t.co/X61Lxvx1zi",2019-11-16 15:49:00,Twitter Web App,,,,True,,1.1957257813785108e+18,absent,absent,0,0,0,0,['UCL'],[],"['627673190', '452155423']"
298790,1194286496834113536,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: Runs from his own half, beats 6 men, but can't find the finish 😅 @KurtZouma 

Lampard's reaction = 😄😄😄

#UCL | @Chelse…",2019-11-12 16:11:00,Twitter Web App,,,,True,,1.194249860515541e+18,absent,absent,0,0,0,0,['UCL'],[],"['627673190', '3401218977']"
298791,1173618086332813312,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: 💻 My computer
↳📁 Videos
      ↳📁 Things you love to see
           ↳📂 2019/20 #UCL https://t.co/bE71TigqHG",2019-09-16 15:22:00,Twitter Web App,,,,True,,1.1734919595598725e+18,absent,absent,0,0,0,0,['UCL'],[],['627673190']
298792,1179350791276126210,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: #OTD in 2002, @ArjenRobben made his #UCL debut! 🇳🇱🙌

What was his finest hour in the Champions League? https://t.co/Ze…",2019-10-02 11:01:00,Twitter Web App,,,,True,,1.179344004921602e+18,absent,absent,0,0,0,0,"['OTD', 'UCL']",[],"['627673190', '786865102729478144']"
298793,1184131419360124929,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: 7⃣0⃣0⃣ goals for club &amp; country!

🇵🇹 @Cristiano Ronaldo 👏👏👏

#UCL | #MondayMotivation https://t.co/yXiuMOjfHa",2019-10-15 15:38:00,Twitter Web App,,,,True,,1.1838420712763802e+18,absent,absent,0,0,0,0,"['UCL', 'MondayMotivation']",[],"['627673190', '155659213']"
298795,1194631347475599365,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: Erling Braut Haaland on the #UCL anthem:

""That's my alarm tone. I wake up to it every day."" 

🥰🥰🥰 https://t.co/l2MPg9…",2019-11-13 15:01:00,Twitter Web App,,,,True,,1.1946216205618913e+18,absent,absent,0,0,0,0,['UCL'],[],['627673190']
298796,1163799684340703233,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChelseaFC: When @MichaelEssien hit them, they stayed hit! 🚀 https://t.co/ZntMJ69bRy",2019-08-20 13:07:00,Twitter Web App,,,1.1634600390735217e+18,True,,1.1634621701784003e+18,absent,absent,0,0,0,0,[],['https://twitter.com/ChampionsLeague/status/1163460039073521664'],"['22910295', '1262229906']"
298800,1183764098569428994,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: Caption this!

#UCL | @10Ronaldinho https://t.co/uGT7QxMG3k",2019-10-14 15:18:00,Twitter Web App,,,,True,,1.1837257291561247e+18,absent,absent,0,0,0,0,['UCL'],[],"['627673190', '29479000']"
298801,1199001401822777350,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: That moment when you realise it's Mourinho 😂

#UCL https://t.co/LaiG95jVec",2019-11-25 16:26:00,Twitter Web App,,,,True,,1.1989877616860652e+18,absent,absent,0,0,0,0,['UCL'],[],['627673190']
298802,1158740797144981505,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: 🏴󠁧󠁢󠁥󠁮󠁧󠁿 Joe Cole during his peak was _________

#OnThisDay in 2003, Cole made the move to Stamford Bridge 💙

#UCL | @C…",2019-08-06 14:05:00,Twitter Web App,,,,True,,1.1587328859412685e+18,absent,absent,0,0,0,0,"['OnThisDay', 'UCL']",[],['627673190']
298804,1070050412668047361,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: #BallonDor2018 winner: Luka Modrić!

#UCL winner 🥇
UEFA Men's Player of the Year🏆
#UCL Midfielder of the Season 17/18…",2018-12-04 20:21:00,Twitter Web Client,,,,True,,1.0697070537222062e+18,absent,absent,0,0,0,0,"['BallonDor2018', 'UCL', 'UCL']",[],['627673190']
298806,1163799619232555011,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: 🔴 #OTD in 2004, Luis García signed for the Reds...

😱 Remember this 2005 goal?

#UCL | #OnThisDay | @LFC https://t.co/…",2019-08-20 13:07:00,Twitter Web App,,,,True,,1.1637543879001088e+18,absent,absent,0,0,0,0,"['OTD', 'UCL', 'OnThisDay']",[],"['627673190', '19583545']"
298807,1203347788794400770,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: 🔵 Former @ChelseaFC captain John Terry is 39 today! 🥳

Who is your club legend?

#UCL https://t.co/zL94UgofK5",2019-12-07 16:17:00,Twitter Web App,,,,True,,1.2032482814274396e+18,absent,absent,0,0,0,0,['UCL'],[],"['627673190', '22910295']"
298808,1076439700980858880,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: 🎇 Jan Oblak or Alisson Becker?

🤔 Who did it best? 🤔

#TeamOfTheYear",2018-12-22 11:29:00,Twitter Web Client,,,,True,,1.0753871051892122e+18,absent,absent,0,0,0,0,['TeamOfTheYear'],[],['627673190']
298809,1200452393172901890,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: Messi doing Messi things😍

Which of his attributes is your favourite?

#ForTheLoveOfIt | #UCL | @PepsiFootball https:/…",2019-11-29 16:32:00,Twitter Web App,,,,True,,1.2003992587441684e+18,absent,absent,0,0,0,0,"['ForTheLoveOfIt', 'UCL']",[],"['627673190', '1169937321640247296']"
298814,886939504782843904,ckwfhzYYDgvysAwS3FjSb9si1zrfXzk3Gj1ClhQLGc=,ckwfhzYYDgvysAwS3FjSb9si1zrfXzk3Gj1ClhQLGc=,ckwfhzYYDgvysAwS3FjSb9si1zrfXzk3Gj1ClhQLGc=,,,,23,87,2016-05-01,ru,en,RT @AwesomePhotos19: Come and see more photos on my Facebook group - https://t.co/rCM1Ue6ZXc #Photographs #Nature #Aircraft #Architecture h…,2017-07-17 13:23:00,Twitter for iPhone,,,,True,,8.869045385565061e+17,absent,absent,0,0,0,0,"['Photographs', 'Nature', 'Aircraft', 'Architecture']",['http://goo.gl/NWQyhB'],['734024189766717440']
298816,1127213617630281728,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: Busquets &amp; Arthur on your tail 😬
No room for error 😬

And @GWijnaldum does this 😱🔥

#UCL | @Mastercard https://t.co/6x…",2019-05-11 14:07:00,Twitter Web Client,,,,True,,1.1258840437935104e+18,absent,absent,0,0,0,0,['UCL'],[],"['627673190', '81063712', '75014376']"
298817,1203347799984820225,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: 🙌 Messi made his #UCL debut 15 years ago today!

He's done pretty well in the competition since... 😉 https://t.co/p3YD…",2019-12-07 16:17:00,Twitter Web App,,,,True,,1.2032231160230298e+18,absent,absent,0,0,0,0,['UCL'],[],['627673190']
298828,1167470595837190144,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: Ronaldo: ""We've not had dinner together yet, but I hope in the future!"" 😃

@Cristiano &amp; Messi at the #UCLdraw 🤜🤛 https…",2019-08-30 16:14:00,Twitter Web App,,,,True,,1.1671387251529196e+18,absent,absent,0,0,0,0,['UCLdraw'],[],"['627673190', '155659213']"
298829,1201878252501028869,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @UEFAcom: The road to the European amateur finals🏆

See the draw for the 2020/21 #RegionsCup
👇👇👇
https://t.co/SJrGKfORi4 https://t.co/7v…",2019-12-03 14:57:00,Twitter Web App,,,,True,,1.2018565316728177e+18,absent,absent,0,0,0,0,['RegionsCup'],['http://bit.ly/33H3gW0'],['8159472']
298830,1182361188426010624,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: 🔥 Outrageous from Yannick Carrasco!⁣
⁣
#UCL | #TBT | #ThrowbackThursday https://t.co/7LB76rzfg2",2019-10-10 18:24:00,Twitter Web App,,,,True,,1.182335414985728e+18,absent,absent,0,0,0,0,"['UCL', 'TBT', 'ThrowbackThursday']",[],['627673190']
298832,1129075173209059328,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: 😮 Olympiacos, Juventus, Real Madrid, Barcelona...

🔴 All-time greatest European night at Anfield?
⁣
#UCLfinal | #Throw…",2019-05-16 17:24:00,Twitter Web Client,,,,True,,1.1290207692358205e+18,absent,absent,0,0,0,0,['UCLfinal'],[],['627673190']
298833,1194631396100231168,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: 🇪🇸 David Villa has announced his plans to retire from football 

Most memorable @Guaje7Villa goal? 🤔

🏆2⃣0⃣1⃣1⃣ @FCBar…",2019-11-13 15:01:00,Twitter Web App,,,,True,,1.194542840954667e+18,absent,absent,0,0,0,0,[],[],"['627673190', '426738834']"
298834,1172091159885307905,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: 🇷🇴 A 🚀 from Hagi on this day in 2000! 🥰

#UCL | @Galatasaray https://t.co/lJlEI7JsTH",2019-09-12 10:14:00,Twitter Web App,,,,True,,1.1720544795895112e+18,absent,absent,0,0,0,0,['UCL'],[],"['627673190', '2279528208']"
298835,1189555124701728768,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: 🔵 Raheem Sterling for club &amp; country in 2019 😮

⚽️3⃣6⃣
👕4⃣8⃣

#UCL | @ManCity https://t.co/GoUfHIC1Fx",2019-10-30 14:50:00,Twitter Web App,,,,True,,1.189554291914236e+18,absent,absent,0,0,0,0,['UCL'],[],"['627673190', '14573900']"
298867,1180840263364861953,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,,,,2,54,2018-09-26,ru,en,RT @AAAAAGGHHHH: insane footage of a dog rescuing a trapped skier https://t.co/zxJYDnp0mF,2019-10-06 13:40:00,Twitter Web App,,,,True,,1.180692207700861e+18,absent,absent,0,0,0,0,[],[],['1054151922553212929']
298889,1202993251168477184,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @EuropaLeague: 🏟️😍

Who plays here? 

#UEL https://t.co/hvJoWxVxZe",2019-12-06 16:48:00,Twitter Web App,,,,True,,1.20223178411887e+18,absent,absent,0,0,0,0,['UEL'],[],['789605024']
298896,1179350777820860417,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @EuropaLeague: Here's how it works...

@Kia_Motors | #UEL https://t.co/kUJptosjgI",2019-10-02 11:01:00,Twitter Web App,,,,True,,1.179347167938564e+18,absent,absent,0,0,0,0,['UEL'],[],"['789605024', '41024430']"
298936,1201878221026975746,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @EuropaLeague: Boadu's record in the #UEL this season 🔥

⚽️4⃣ 🅰️2⃣ 👕5⃣ https://t.co/iFlfYWmo1I",2019-12-03 14:57:00,Twitter Web App,,,,True,,1.2018746113292616e+18,absent,absent,0,0,0,0,['UEL'],[],['789605024']
298938,1083657850386300929,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @EuropaLeague: Which 5-a-side row are you taking? 🤔

#UEL #ThrowbackThursday https://t.co/ZeTbKq4K4c",2019-01-11 09:32:00,Twitter Web Client,,,,True,,1.0833465096876769e+18,absent,absent,0,0,0,0,"['UEL', 'ThrowbackThursday']",[],['789605024']
298939,1200053402648096768,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @EuropaLeague: 😎 Matchday 5!

💪 Who's your team? 

Reply with a GIF 📱👇

#UEL https://t.co/ClpLhgaGpe",2019-11-28 14:06:00,Twitter Web App,,,,True,,1.2000109568830095e+18,absent,absent,0,0,0,0,['UEL'],[],['789605024']
299024,1117475075832283136,y9y3yi0N5xzgZmmyXqbaSz1+mD24h6CDX9HTkY91qkg=,y9y3yi0N5xzgZmmyXqbaSz1+mD24h6CDX9HTkY91qkg=,y9y3yi0N5xzgZmmyXqbaSz1+mD24h6CDX9HTkY91qkg=,,,,6,103,2015-06-01,ru,en,"RT @MarvelStudios: “This is the fight of our lives.” Marvel Studios’ #AvengersEndgame is in theaters April 26. 

Get tickets now: https://t…",2019-04-14 17:09:00,Twitter Web Client,,,,True,,1.1170950977644216e+18,absent,absent,0,0,0,0,['AvengersEndgame'],[],['750751206427860992']
299179,936619461066473473,QntR4GDvD6Aam5GgDqVdOsdWhvr9eb46rhqEclhV6I=,QntR4GDvD6Aam5GgDqVdOsdWhvr9eb46rhqEclhV6I=,QntR4GDvD6Aam5GgDqVdOsdWhvr9eb46rhqEclhV6I=,"Уфа, Россия","Для оптимиста и пересоленная каша - признание в любви, для пессимистки - и букет цветов ""на похороны""...",,122,108,2016-01-21,ru,en,"RT @fczenit_en: Coming up live right now! @GAZPROMGermania Live Talk with @Timo_44 &amp; #Noboa on the day of the #FIFA #WorldCupDraw
https://t…",2017-12-01 15:34:00,Twitter Web Client,,,,True,,9.365535212767683e+17,absent,absent,0,0,0,0,"['Noboa', 'FIFA', 'WorldCupDraw']",[],"['728031373', '102664509', '239368636']"
299311,923939777682034691,QntR4GDvD6Aam5GgDqVdOsdWhvr9eb46rhqEclhV6I=,QntR4GDvD6Aam5GgDqVdOsdWhvr9eb46rhqEclhV6I=,QntR4GDvD6Aam5GgDqVdOsdWhvr9eb46rhqEclhV6I=,"Уфа, Россия","Для оптимиста и пересоленная каша - признание в любви, для пессимистки - и букет цветов ""на похороны""...",,122,108,2016-01-21,ru,en,"RT @fczenit_en: It's getting colder in #SaintPetersburg but the guys were still out training for #ZenitLoko this Sunday
📸https://t.co/yrFiN…",2017-10-27 15:49:00,Twitter Web Client,,,,True,,9.23897572657451e+17,absent,absent,0,0,0,0,"['SaintPetersburg', 'ZenitLoko']",[],['728031373']
299374,630697208258633728,y9y3yi0N5xzgZmmyXqbaSz1+mD24h6CDX9HTkY91qkg=,y9y3yi0N5xzgZmmyXqbaSz1+mD24h6CDX9HTkY91qkg=,y9y3yi0N5xzgZmmyXqbaSz1+mD24h6CDX9HTkY91qkg=,,,,6,103,2015-06-01,ru,en,RT @fIirtation: I've watched this soooo many times http://t.co/lHU806na7Y,2015-08-10 11:08:00,Twitter Web Client,,,,True,,6.235773501107528e+17,absent,absent,0,0,0,0,[],['http://vine.co/v/OK1mWIqO6K7'],['71893970']
299998,1203290406101934080,805433712368373760,Интересная Россия,interesno_rus,"Москва, Россия",Открой Россию заново!,,32129,14968,2016-12-04,ru,en,"RT @MarkSleboda1: Elk Island reserve is a large forest reserve on the eastern outskirts of Moscow. You can actually still sometimes elk, de…",2019-12-07 12:29:00,Twitter Web App,,,1.203254069709525e+18,True,,1.203288000756691e+18,absent,absent,0,0,0,0,[],[],['1813434864']
300310,1203295374808666122,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,,,,2,54,2018-09-26,ru,en,RT @corgo: powdered donut https://t.co/Pzj8IH2FuC,2019-12-07 12:49:00,Twitter Web App,,,,True,,1.2030138571842314e+18,absent,absent,0,0,0,0,[],[],['769564195931185153']
300707,931149498495139841,3IpzjfvlIFyLxKP2BlEAJ46KKnFxymuU5HMaFFbSk=,3IpzjfvlIFyLxKP2BlEAJ46KKnFxymuU5HMaFFbSk=,3IpzjfvlIFyLxKP2BlEAJ46KKnFxymuU5HMaFFbSk=,"Саранск, Россия",Задний ум всегда мудрее,,372,549,2015-11-28,ru,en,RT @Russia: 🏆Congratulations to #Russia'n team at World Robot Olympiad 2017 in #CostaRica! Talented 🇷🇺 students won gold in all age groups…,2017-11-16 13:18:00,Twitter Web Client,,,,True,,9.304199708650742e+17,absent,absent,0,0,0,0,"['Russia', 'CostaRica']",[],['2874959663']
300709,927830411400630272,wtem0+fpqEh8CvFsygMHyc+IqiaGJi7mhcYOhKJ5TzE=,wtem0+fpqEh8CvFsygMHyc+IqiaGJi7mhcYOhKJ5TzE=,wtem0+fpqEh8CvFsygMHyc+IqiaGJi7mhcYOhKJ5TzE=,"Ставрополь, Россия","Победить самого себя бывает гораздо сложнее, чем самого сильного из врагов",,381,444,2015-11-26,ru,en,RT @Russia: Today @Russia celebrates #NationalUnityDay!🇷🇺 https://t.co/y0FZkBAxVw https://t.co/LdtgsRBtwn,2017-11-07 09:29:00,Twitter Web Client,,,,True,,9.268675631450399e+17,absent,absent,0,0,0,0,['NationalUnityDay'],['http://tass.com/society/974201'],"['2874959663', '2874959663']"
300718,981867300281348096,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,RT @MedvedevRussiaE: Yekaterinburg competes for hosting World Expo 2025. The Russian Government attaches special importance to this initiat…,2018-04-05 12:13:00,Twitter Web Client,,,,True,,9.818535633610875e+17,absent,absent,0,0,0,0,[],[],['153810519']
300735,927830391028961280,wtem0+fpqEh8CvFsygMHyc+IqiaGJi7mhcYOhKJ5TzE=,wtem0+fpqEh8CvFsygMHyc+IqiaGJi7mhcYOhKJ5TzE=,wtem0+fpqEh8CvFsygMHyc+IqiaGJi7mhcYOhKJ5TzE=,"Ставрополь, Россия","Победить самого себя бывает гораздо сложнее, чем самого сильного из врагов",,381,444,2015-11-26,ru,en,RT @Russia: 🚗Check out this #Russia'n-produced pilot version of a new roadster called 'Crimea'! https://t.co/a8D7pbbHMi https://t.co/u52HHO…,2017-11-07 09:29:00,Twitter Web Client,,,,True,,9.272333406793155e+17,absent,absent,0,0,0,0,['Russia'],['https://www.rbth.com/lifestyle/326319-russia-lada-sports-car-crimea'],['2874959663']
300740,1168936278370455552,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,,,,2,54,2018-09-26,ru,en,RT @AwwwwCats: hophophop https://t.co/iraLsNlYks,2019-09-03 17:18:00,Twitter Web App,,,,True,,1.1682953473634386e+18,absent,absent,0,0,0,0,[],[],['2896099018']
300741,1163799604904779776,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,RT @AwwwwCats: This street sweeper serves the cat https://t.co/uLD0Xom94r,2019-08-20 13:07:00,Twitter Web App,,,,True,,1.1627093132547768e+18,absent,absent,0,0,0,0,[],[],['2896099018']
