,tweetid,userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language,tweet_language,tweet_text,tweet_time,tweet_client_name,in_reply_to_userid,in_reply_to_tweetid,quoted_tweet_tweetid,is_retweet,retweet_userid,retweet_tweetid,latitude,longitude,quote_count,reply_count,like_count,retweet_count,hashtags,urls,user_mentions
24768,1035063093611483137,8G1j13tl9R18gcjj3o0M8Rz7yH3t+KBIh8kTtLC6Kpo=,8G1j13tl9R18gcjj3o0M8Rz7yH3t+KBIh8kTtLC6Kpo=,8G1j13tl9R18gcjj3o0M8Rz7yH3t+KBIh8kTtLC6Kpo=,"Воронеж, Россия",Специализация: Государственное и муниципальное управление #политика #общество #выборы,https://t.co/uF5PkgE4f5,263,168,2016-02-27,ru,ru,США перевооружатся из-за равной по силе России https://t.co/lcXQDanl8T https://t.co/XXnOYCqZqR,2018-08-30 07:14,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/QhWzjD'],[]
56888,896289691653111808,8G1j13tl9R18gcjj3o0M8Rz7yH3t+KBIh8kTtLC6Kpo=,8G1j13tl9R18gcjj3o0M8Rz7yH3t+KBIh8kTtLC6Kpo=,8G1j13tl9R18gcjj3o0M8Rz7yH3t+KBIh8kTtLC6Kpo=,"Воронеж, Россия",Специализация: Государственное и муниципальное управление #политика #общество #выборы,https://t.co/uF5PkgE4f5,263,168,2016-02-27,ru,ru,Сирийская армия освободила крупнейший оплот ИГ в провинции Хомс https://t.co/OlixgaFTw7 https://t.co/eYaPzyvCdn,2017-08-12 08:38,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/PdXdjy'],[]
141146,749924013149859840,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,"Воронеж, Воронежская область",Ограниченные умы видят ограниченность только в других,https://t.co/b3ZoxTvWFU,316,313,2015-10-21,ru,ru,Французская визажистка превратила пятилетнего сына в Дрейка с помощью грима https://t.co/8yTqhmNBra https://t.co/6GpkXTNKyZ,2016-07-04 11:13,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/LjtlTM'],[]
188378,765161899390492672,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,Россия,"Чудеса случаются, когда ты рискуешь всем ради мечты, которую кроме тебя не видит никто. Нужно просто верить.",,574,367,2015-10-21,ru,ru,Владимирский губернатор отказалась от туалетного ершика за 23 тысячи рублей https://t.co/NL6WeZuncA https://t.co/9DlEzvg6aX,2016-08-15 12:23,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/M2WZbL'],[]
160981,827936292251987969,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,"Воронеж, Воронежская область",Ограниченные умы видят ограниченность только в других,https://t.co/b3ZoxTvWFU,316,313,2015-10-21,ru,ru,Spigel разместил на своей обложке Трампа с отрезанной головой статуи Свободы https://t.co/Dds2QWZcbj https://t.co/lc6MyxPi8F,2017-02-04 17:46,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/NHcMT6'],[]
169942,1056247154002423808,801547011807989766,СССР,USSR_Is_We,"Москва, Россия",Ностальгия,,50634,22288,2016-11-23,ru,und,https://t.co/hgYD0PhpFq,2018-10-27 18:12,TweetDeck,,,,False,,,absent,absent,2,0,42,9,[],[],[]
119761,657531847329587200,kXFgx3LtVtSeuEDSstzJClaUxrj7SixXLvk6YXe74=,kXFgx3LtVtSeuEDSstzJClaUxrj7SixXLvk6YXe74=,kXFgx3LtVtSeuEDSstzJClaUxrj7SixXLvk6YXe74=,,,,483,61,2015-05-28,ru,ru,"Никита Михалков хочет создать реалити-шоу со студентами

Академия кинематографического и театрального искусства... https://t.co/7CsjUOA7re",2015-10-23 12:19,Facebook,,,,False,,,absent,absent,0,0,0,0,[],['http://fb.me/4AxiUbn8X'],[]
296725,1163790365410975744,QvKa8qrQo7hbWviL56QoTqVl62+iQ9u9S7Qa25+L8A=,QvKa8qrQo7hbWviL56QoTqVl62+iQ9u9S7Qa25+L8A=,QvKa8qrQo7hbWviL56QoTqVl62+iQ9u9S7Qa25+L8A=,,,,25,87,2017-09-24,ru,ru,RT @vesti_news: Все еще охотник! https://t.co/QTEuLnh3ib,2019-08-20 12:30,Twitter Web App,,,,True,,1.1637837878865797e+18,absent,absent,0,0,0,0,[],[],['72525490']
174653,755438824352837634,3510548655,Анастасия Черниченко,Chernika_Nas,"Москва, Россия","Блогер, журналист, патриот",,10650,10905,2015-09-01,ru,ru,Гастарбайтеры из Таджикистана решили помочь московским коммунистам пробиться в Госдуму https://t.co/RhVixrCs5F,2016-07-19 16:27,Twitter Web Client,,,,False,,,absent,absent,0,0,0,1,[],['http://nospress.ru/kommunisty-pytayutsya-podkupit--dvornikov-metlami-1568?_utl_t=tw'],[]
232824,825864868070834176,3176135580,Бабский список дел,twihussy,,"Перечитывать список много раз, ужасаться, как много еще нужно сделать. По вопросам сотрудничества twittershop@yandex.ru",,834415,27,2015-04-26,ru,ru,"1.Добиваться парня 
2.Заполучить 
3.Бросить",2017-01-30 00:35,get-tweets.info3,,,,False,,,absent,absent,0,2,209,21,[],[],[]
213960,662543470498848768,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,Россия,"Чудеса случаются, когда ты рискуешь всем ради мечты, которую кроме тебя не видит никто. Нужно просто верить.",,574,367,2015-10-21,ru,ru,Китай и Вьетнам договорились поддерживать мир в районе спорных островов https://t.co/d3CohoyPMR https://t.co/ju1vMK7gec,2015-11-06 08:14,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/Cg5lz3'],[]
263544,858456656119709696,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,Россия,"Чудеса случаются, когда ты рискуешь всем ради мечты, которую кроме тебя не видит никто. Нужно просто верить.",,574,367,2015-10-21,ru,ru,Порошенко прекратил украинское гражданство автора идеи об аренде Крыма https://t.co/BCW5aUVW2H https://t.co/ehUf5kTMXu,2017-04-29 23:03,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/P1bNL8'],[]
107288,810250297444470784,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,"Воронеж, Воронежская область",Ограниченные умы видят ограниченность только в других,https://t.co/b3ZoxTvWFU,316,313,2015-10-21,ru,ru,Премьер-министр Польши назвала действия оппозиции постыдными https://t.co/BJL2A0lR8X https://t.co/rLt3s50v9x,2016-12-17 22:28,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/Mvl9bB'],[]
197287,833637883873341440,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,Россия,"Чудеса случаются, когда ты рискуешь всем ради мечты, которую кроме тебя не видит никто. Нужно просто верить.",,574,367,2015-10-21,ru,ru,«Прожекторперисхилтон» вернется в эфир Первого канала https://t.co/U6UP9iDjSO https://t.co/N1jzy9ptIl,2017-02-20 11:22,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/NQkMPj'],[]
202015,885960950230241280,885812788370837509,Игра Престолов,got_plio,,,,9365,1,2017-07-14,ru,ru,Назовите любимого персонажа из Игры Престолов.,2017-07-14 20:35,Twitter for Android,,,,False,,,absent,absent,32,157,210,10,[],[],[]
18469,790583707279261696,4408891407,Countryballs,Of_Countryballs,,Официальный аккаунт арт-проекта Countryballs в Twitter. Присоединяйся к нам! #Countryballs #Страношары #Политика #юмор,,64608,68960,2015-12-07,ru,und,#Countryballs #Страношары #политика #юмор https://t.co/m3dGkquVQW,2016-10-24 16:00,Twitter Web Client,,,,False,,,absent,absent,0,0,8,7,"['Countryballs', 'Страношары', 'политика', 'юмор']",[],[]
218245,953298072972480517,3305576818,Я тебя хочу [18+],irealywantu,,,,153445,26,2015-06-01,ru,ru,Одна любовь на всю жизнь! https://t.co/wKlHzldazD,2018-01-16 16:09,get-tweets.info5,,,,False,,,absent,absent,1,0,263,44,[],[],[]
65835,666930376112144384,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,"Воронеж, Воронежская область",Ограниченные умы видят ограниченность только в других,https://t.co/b3ZoxTvWFU,316,313,2015-10-21,ru,ru,Лавров назвал теракт на борту А321 нападением на Россию https://t.co/v90X0Aw9xq https://t.co/QHqUIn6Rbi,2015-11-18 10:46,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/CmlWDG'],[]
261025,727245789815275521,3176135580,Бабский список дел,twihussy,,"Перечитывать список много раз, ужасаться, как много еще нужно сделать. По вопросам сотрудничества twittershop@yandex.ru",,834415,27,2015-04-26,ru,ru,"С радостью отметить, что эта сучка хороша только на фотках.",2016-05-02 21:18,get-tweets.info5,,,,False,,,absent,absent,0,0,175,25,[],[],[]
231439,733392540284620800,3176135580,Бабский список дел,twihussy,,"Перечитывать список много раз, ужасаться, как много еще нужно сделать. По вопросам сотрудничества twittershop@yandex.ru",,834415,27,2015-04-26,ru,ru,"1. Составить список дел. 
2. Не выполнить их.",2016-05-19 20:23,get-tweets.info5,,,,False,,,absent,absent,0,0,111,19,[],[],[]
37850,776352439762952192,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,Россия,"Чудеса случаются, когда ты рискуешь всем ради мечты, которую кроме тебя не видит никто. Нужно просто верить.",,574,367,2015-10-21,ru,ru,В Кремле воздержались от комментариев о возможной отставке Бастрыкина https://t.co/hAxhrJAAJi https://t.co/5mQmE0hlFs,2016-09-15 09:30,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/MGPs1R'],[]
226091,672699255094513664,0mZSXC45CL+N2vZJlNwHAqm0PA41TrzS6oyfA6rXKgg=,0mZSXC45CL+N2vZJlNwHAqm0PA41TrzS6oyfA6rXKgg=,0mZSXC45CL+N2vZJlNwHAqm0PA41TrzS6oyfA6rXKgg=,Россия,"Каждый из нас бывает дураком по крайней мере пять минут в день; мудрость заключается в том, чтобы не превысить лимит #взаимный",https://t.co/VeUJxwA8X7,249,162,2015-10-21,ru,ru,«Серенити» и «розовый кварц» станут главными цветами 2016 года https://t.co/GUAsgcDI80 https://t.co/ckHUyKDik1,2015-12-04 08:49,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/Cw8Pfw'],[]
195949,725329187091812352,0mZSXC45CL+N2vZJlNwHAqm0PA41TrzS6oyfA6rXKgg=,0mZSXC45CL+N2vZJlNwHAqm0PA41TrzS6oyfA6rXKgg=,0mZSXC45CL+N2vZJlNwHAqm0PA41TrzS6oyfA6rXKgg=,Россия,"Каждый из нас бывает дураком по крайней мере пять минут в день; мудрость заключается в том, чтобы не превысить лимит #взаимный",https://t.co/VeUJxwA8X7,249,162,2015-10-21,ru,ru,Путин счел естественными трудности при запуске новой техники на Восточном https://t.co/6JJoFAht5u https://t.co/X0siv6IcMn,2016-04-27 14:22,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/L9GQPP'],[]
34230,1100032719168389120,Y8OIOMBoxv713Mywvra+4Jzws1EeJJPC4LML3SGuT00=,Y8OIOMBoxv713Mywvra+4Jzws1EeJJPC4LML3SGuT00=,Y8OIOMBoxv713Mywvra+4Jzws1EeJJPC4LML3SGuT00=,Рос,#ЛидерыРоссии — это открытый конкурс для руководителей нового поколения.,https://t.co/BjW4fCEfeO,845,18,2017-11-05,ru,ru,Финалист из Владивостока Иван Здобин реализует проект создания детского кардиологического дневного стационара на базе одной из городских поликлиник: https://t.co/jEXOLH2wUu https://t.co/Zk30sfDxTz,2019-02-25 14:00,Twitter Web Client,,,,False,,,absent,absent,0,0,0,0,[],['https://xn--d1achcanypala0j.xn--p1ai/news_250220192'],[]
66829,748276784970375169,0mZSXC45CL+N2vZJlNwHAqm0PA41TrzS6oyfA6rXKgg=,0mZSXC45CL+N2vZJlNwHAqm0PA41TrzS6oyfA6rXKgg=,0mZSXC45CL+N2vZJlNwHAqm0PA41TrzS6oyfA6rXKgg=,Россия,"Каждый из нас бывает дураком по крайней мере пять минут в день; мудрость заключается в том, чтобы не превысить лимит #взаимный",https://t.co/VeUJxwA8X7,249,162,2015-10-21,ru,ru,На Церере допустили существование озер https://t.co/Nm2pvZCwKp https://t.co/tWZP0eKifa,2016-06-29 22:07,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/Lh5mTm'],[]
262067,741594119990972418,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,Россия,"Чудеса случаются, когда ты рискуешь всем ради мечты, которую кроме тебя не видит никто. Нужно просто верить.",,574,367,2015-10-21,ru,ru,Бывший замглавы Минэкономразвития Украины задержан из-за газовых махинаций https://t.co/QqyBdiy6hO https://t.co/WuUOuY7fKf,2016-06-11 11:33,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/LXRQC2'],[]
218989,742114803037020160,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,"Воронеж, Воронежская область",Ограниченные умы видят ограниченность только в других,https://t.co/b3ZoxTvWFU,316,313,2015-10-21,ru,ru,Бывшая жена стрелка из Орландо рассказала о домашнем насилии https://t.co/J7ABRTgehy https://t.co/HGc25nKGCU,2016-06-12 22:02,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/LXyBdG'],[]
105844,832571370491949060,rvFkNQ9FpJ2t7S4wP533N2fFd0Yoe1dPiSMymQ+Oj+k=,rvFkNQ9FpJ2t7S4wP533N2fFd0Yoe1dPiSMymQ+Oj+k=,rvFkNQ9FpJ2t7S4wP533N2fFd0Yoe1dPiSMymQ+Oj+k=,"Воронежская область, Россия","Мы стремимся к миру, потому что знаем: мир – это тот климат, в котором может существовать свобода #взаимно",https://t.co/Pob70MeFhd,941,780,2015-10-21,ru,ru,Геологи открыли восьмой континент Земли https://t.co/bknrAqreaY https://t.co/SjPR6Au2y9,2017-02-17 12:44,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/NPVyG8'],[]
146037,712985871092465665,3601120683,"Архив студии карикатуры ""Чебурашка""",Of_Cheburashka,,Наш официальный аккаунт: @Of_Cheburashka_,,88601,73212,2015-09-09,ru,ru,"Джон Керри поздравил Сергея Лаврова с прошедшим днем рождения и получил достойный ответ.

Диалог оригинальный https://t.co/0iRdWEuJHi",2016-03-24 12:54,Twitter Web Client,,,,False,,,absent,absent,0,0,20,18,[],[],[]
253111,1163663195430633472,805433712368373760,Интересная Россия,interesno_rus,"Москва, Россия",Открой Россию заново!,,32129,14968,2016-12-04,ru,ru,"Остров Кильдин в Баренцевом море, Мурманская область https://t.co/OapNJvaYTm",2019-08-20 04:05,TweetDeck,,,,False,,,absent,absent,0,1,60,16,[],[],[]
110392,662188000424529920,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,Россия,"Чудеса случаются, когда ты рискуешь всем ради мечты, которую кроме тебя не видит никто. Нужно просто верить.",,574,367,2015-10-21,ru,ru,«Когалымавиа» подтвердила приостановку эксплуатации своих лайнеров А321 https://t.co/VxoJ867sOf https://t.co/LlPnbbJq3L,2015-11-05 08:41,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/CfbLF5'],[]
119597,1110781918684028928,779618853097791488,Ali ▲ TOP,alihundred,,"Не ищи, а выбирай! 🔝",https://t.co/tXsaOpNnbe,56970,1,2016-09-24,ru,ru,"Палетка теней

https://t.co/rd58hJtJ22 https://t.co/4qyR5yUe7w",2019-03-27 05:53,Twitter for iPhone,,,,False,,,absent,absent,0,0,1,1,[],['http://ali.pub/3859kj'],[]
262606,676326286294257664,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,"Воронеж, Воронежская область",Ограниченные умы видят ограниченность только в других,https://t.co/b3ZoxTvWFU,316,313,2015-10-21,ru,ru,Египет отказался признать терактом катастрофу А321 https://t.co/eN8G0UmD1o https://t.co/KVHtcES27X,2015-12-14 09:02,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/D0hck1'],[]
18295,841215258802946048,4408891407,Countryballs,Of_Countryballs,,Официальный аккаунт арт-проекта Countryballs в Twitter. Присоединяйся к нам! #Countryballs #Страношары #Политика #юмор,,64608,68960,2015-12-07,ru,und,#Countryballs #Страношары #политика #юмор https://t.co/myJ0K6yhX9,2017-03-13 09:12,Twitter Web Client,,,,False,,,absent,absent,0,0,27,16,"['Countryballs', 'Страношары', 'политика', 'юмор']",[],[]
165721,817205826909679617,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,Россия,"Чудеса случаются, когда ты рискуешь всем ради мечты, которую кроме тебя не видит никто. Нужно просто верить.",,574,367,2015-10-21,ru,ru,Мексиканский авиаперевозчик снял запрет на полеты Sukhoi Superjet https://t.co/KB26IqL3RT https://t.co/WCqlPpDxZh,2017-01-06 03:07,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/N2rf4V'],[]
112538,823551672777637888,712983454296707072,Ирина Сафронова,SafronIra,"Москва, Россия",Немного о мире и много о себе,,11074,11073,2016-03-24,ru,ru,"RT @IRs+hLSfsdjgsSZ+s34okvt9f0VnDkccdJChp2JGh08=: Поэт, публицист, литературный критик, переводчик и писатель Корней Чуковский (1882-1969) на снимке Исаака Тункеля, 196…",2017-01-23 15:23,Twitter Web Client,,,,True,760011195751469056,8.235071375654912e+17,absent,absent,0,0,0,0,[],[],['IRs+hLSfsdjgsSZ+s34okvt9f0VnDkccdJChp2JGh08=']
154383,798891659001856006,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,"Воронеж, Воронежская область",Ограниченные умы видят ограниченность только в других,https://t.co/b3ZoxTvWFU,316,313,2015-10-21,ru,ru,Пьяного Кларксона отказались пустить в самолет из-за ненависти к британцам https://t.co/kODgmnkXAQ https://t.co/WPzmorGYSD,2016-11-16 14:13,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/MghbzS'],[]
267968,631670270927982592,3176135580,Бабский список дел,twihussy,,"Перечитывать список много раз, ужасаться, как много еще нужно сделать. По вопросам сотрудничества twittershop@yandex.ru",,834415,27,2015-04-26,ru,ru,"1 Подписаться на спортивные паблики. 
2 Репостить диеты и упражнения. 
3 Пусть все думают, что ты спортивная девченка.",2015-08-13 03:35,get-tweets.info5,,,,False,,,absent,absent,0,1,67,23,[],[],[]
231494,685479637711859712,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,"Воронеж, Воронежская область",Ограниченные умы видят ограниченность только в других,https://t.co/b3ZoxTvWFU,316,313,2015-10-21,ru,ru,Дэвид Боуи выпустил новый альбом в свой день рождения https://t.co/ArMJ8niOyZ https://t.co/TcyLLITcsR,2016-01-08 15:14,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/DD0Mxq'],[]
305504,896991092658364416,Pn0FPBi3hT4LBAayDEIsgTD3a8dMrCr8EdtqRjVD94o=,Pn0FPBi3hT4LBAayDEIsgTD3a8dMrCr8EdtqRjVD94o=,Pn0FPBi3hT4LBAayDEIsgTD3a8dMrCr8EdtqRjVD94o=,,,,46,38,2017-06-29,ru,ru,"RT @Rusmaslov: Роналду грозит дисквалификация до 12 матчей за толчок судьи https://t.co/Yqyrp49rT3
Ну хоть от травмы восстановится полностью",2017-08-14 07:05,TweetDeck,,,,True,,8.969910340178084e+17,absent,absent,0,0,0,0,[],['https://life.ru/1035102'],['202679978']
137109,924626878119497729,3404278978,PSN Club,PSN__Club,,,,17357,40,2015-08-05,ru,ru,I’M FREE: Уилльям Ламберти и Бруно Марино открыли совместный проект – кошерный магазин-кулинарию Aviv Express. https://t.co/TgxRXEYpyH,2017-10-29 13:20,Twitter Web Client,,,,False,,,absent,absent,0,0,0,0,[],[],[]
192039,870010685375234048,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,Россия,"Чудеса случаются, когда ты рискуешь всем ради мечты, которую кроме тебя не видит никто. Нужно просто верить.",,574,367,2015-10-21,ru,ru,Военный вертолет разбился на юго-востоке Турции https://t.co/YYTXVRWmQP https://t.co/ZwpPVlqCPV,2017-05-31 20:14,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/PHZJtc'],[]
174319,743736073516253184,qNbqasczPW6pIKYOE3IXBRc80FU7PQP3IkW3SC2nFdU=,qNbqasczPW6pIKYOE3IXBRc80FU7PQP3IkW3SC2nFdU=,qNbqasczPW6pIKYOE3IXBRc80FU7PQP3IkW3SC2nFdU=,"ТиНАО, Москва, Россия",Актуальные новости нашего района каждый день!,https://t.co/Xv2PWMzINi,392,1124,2016-03-24,ru,ru,"Воевавшим в Сирии россиянам дадут статус ветеранов: https://t.co/MiBcr7WQRl

#НоваяМосква #qNbqasczPW6pIKYOE3IXBRc80FU7PQP3IkW3SC2nFdU= #Сирия https://t.co/q8yLuinihN",2016-06-17 09:24,Twitter Web Client,,,,False,,,absent,absent,0,0,1,1,"['НоваяМосква', 'newmsknews', 'Сирия']",['http://vk.cc/5hRqw9'],[]
64020,767341034657357824,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,Россия,"Чудеса случаются, когда ты рискуешь всем ради мечты, которую кроме тебя не видит никто. Нужно просто верить.",,574,367,2015-10-21,ru,ru,В Харькове поймали устроившего стрельбу пьяного дезертира https://t.co/ZMMce96RNm https://t.co/RnczpsheJK,2016-08-21 12:42,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/M4tDLG'],[]
255942,999032304390504448,3176135580,Бабский список дел,twihussy,,"Перечитывать список много раз, ужасаться, как много еще нужно сделать. По вопросам сотрудничества twittershop@yandex.ru",,834415,27,2015-04-26,ru,ru,Когда смотришь на новую телку бывшего https://t.co/iBnu3mM5ao,2018-05-22 21:00,Hootsuite,,,,False,,,absent,absent,1,1,265,19,[],[],[]
217313,810351643766194176,3176135580,Бабский список дел,twihussy,,"Перечитывать список много раз, ужасаться, как много еще нужно сделать. По вопросам сотрудничества twittershop@yandex.ru",,834415,27,2015-04-26,ru,ru,"бабы состоят из литров вина, блёсток, заёбов о своем весе, кремов для тела и шуток про хуй",2016-12-18 05:11,get-tweets.info3,,,,False,,,absent,absent,3,0,488,114,[],[],[]
275959,828757944581828608,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,"Воронеж, Воронежская область",Ограниченные умы видят ограниченность только в других,https://t.co/b3ZoxTvWFU,316,313,2015-10-21,ru,ru,Жительницу Канады признали виновной в попытке спрятать тела шести детей https://t.co/Vpgb3Vq09q https://t.co/UVD0Fqw0ZI,2017-02-07 00:11,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/NJYtvG'],[]
180376,1000255274442285056,3176135580,Бабский список дел,twihussy,,"Перечитывать список много раз, ужасаться, как много еще нужно сделать. По вопросам сотрудничества twittershop@yandex.ru",,834415,27,2015-04-26,ru,und,https://t.co/hfU6mz8XlD,2018-05-26 06:00,Hootsuite,,,,False,,,absent,absent,3,0,590,81,[],[],[]
138730,701432478767017985,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,Россия,"Чудеса случаются, когда ты рискуешь всем ради мечты, которую кроме тебя не видит никто. Нужно просто верить.",,574,367,2015-10-21,ru,ru,На Украине предложили провести новую встречу в «нормандском формате» в Донецке https://t.co/DE6uiuY98N https://t.co/KwWNwIgaJu,2016-02-21 15:45,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/KZGMyc'],[]
189541,867047688986124289,3176135580,Бабский список дел,twihussy,,"Перечитывать список много раз, ужасаться, как много еще нужно сделать. По вопросам сотрудничества twittershop@yandex.ru",,834415,27,2015-04-26,ru,ru,1. Узнать на кого он тебя променял.,2017-05-23 16:00,Hootsuite,,,,False,,,absent,absent,1,0,136,15,[],[],[]
